sentiment,airline,negative_reason,text
0,jetblue,Customer Service Issue,guys live chat
0,jetblue,Flight Booking Problems,wasn linked book
4,jetblue,,awesome
0,jetblue,Can't Tell,quick person traveling mosaic green doesn sense waitin sons
0,jetblue,Customer Service Issue,communicate
0,jetblue,Late Flight,continuing record flight leave time time family cost
0,jetblue,Customer Service Issue,guess redo flight booking problems
0,jetblue,Flight Booking Problems,sucks well
0,jetblue,Customer Service Issue,standing cell announcements info
0,jetblue,Lost Luggage,info
0,jetblue,Customer Service Issue,connect true
0,jetblue,Lost Luggage,holding 1002 bags minutes
0,jetblue,Customer Service Issue,wouldn credit account separate sign pretty ridiculous
4,jetblue,,update
4,jetblue,,course
0,jetblue,Can't Tell,received password
0,jetblue,Can't Tell,month boston snow storm flight cancelled flightled
0,jetblue,Can't Tell,travel bank credit call
4,jetblue,,offered complimentary drink switching seats stewardess asked giggled
4,jetblue,,booked trip 1317 grand kids frustrating love guys
4,jetblue,,excited time
4,jetblue,,course safety handle care love
4,jetblue,,kudos jetblue social media team jumping helping snow storm site
0,jetblue,Customer Service Issue,love airline hate website book tickets miles absolute joke work
4,jetblue,,condolences quick response appreciated
4,jetblue,,alicia
0,jetblue,Lost Luggage,baggage claim baggage treat baggage
0,jetblue,Lost Luggage,baggage lost 1557 fort lauderdalebogotã today colombian employees treated badly help
0,jetblue,Customer Service Issue,changes pass printed conf mine print expressed disapptment jetblue
0,jetblue,Cancelled Flight,cancelled flighted
0,jetblue,Customer Service Issue,unhappy customer waiting hold rude uncaring frozen acct print bdng pass
0,jetblue,Can't Tell,place didn extra stress terrible time flight
0,jetblue,Customer Service Issue,missed flight book flight extremely minute family death excuse attitude
0,jetblue,Flight Attendant Complaints,serious attitude fault running knew flight info assured
0,jetblue,longlines,kiosks broken woman working ticket counter
4,jetblue,,chatted nice fella lowdown
4,jetblue,,mission accomplished
4,jetblue,,quick response jetblue best comp
4,jetblue,,session presented beloved travelers love
0,jetblue,Flight Booking Problems,flying denver march flight itenary changed heck booked trip months
0,jetblue,Customer Service Issue,hold foreverrrrrr
0,jetblue,Late Flight,happy customer waited patiently mention months marathon training tmrw
0,jetblue,Cancelled Flight,waiting flight marathon tmrw charity bumped late flightr flight cancelled flightled
4,jetblue,,definitely kind jetblue
0,jetblue,Bad Flight,storm choice kids chance
4,jetblue,,orlando early
0,jetblue,Late Flight,snow coming area earlier flight refused flight hours delayed greedy foolish
4,jetblue,,
0,jetblue,Can't Tell,including tour pack winter coat
4,jetblue,,flight didn needed beverages nyers landing super smooth
0,jetblue,Customer Service Issue,website print boarding pass
4,jetblue,,boston early breaking barriers clean energy future
4,jetblue,,
4,jetblue,,complimentary upgrade best
4,jetblue,,staff perfect morning sleep
4,jetblue,,awesome videos guys great work
4,jetblue,,amazing video great guys
4,jetblue,,today family experience status
4,jetblue,,word
0,jetblue,Late Flight,ideal better late flight
0,jetblue,Lost Luggage,yeah define incidentals spend gear trip waste
0,jetblue,Lost Luggage,guys lost gear flew stuff tomorrow
4,jetblue,,
0,jetblue,Customer Service Issue,hold mins hold hung time days group rates bossju people
0,jetblue,Customer Service Issue,customer service terrible
0,jetblue,Late Flight,delayed ridiculous
0,jetblue,Flight Attendant Complaints,flight attendants suck rude experience jetblue tonight
0,jetblue,Late Flight,person hasn delayed hours sitting runway wailing baby
0,jetblue,Late Flight,flight delayed sitting runway minutes travel best
0,jetblue,Can't Tell,1242
0,jetblue,Flight Booking Problems,site book tickets
0,jetblue,Late Flight,late flight lost hours area weekend mention hours unnecessary vacation time work
4,jetblue,,course
4,jetblue,,
4,jetblue,,
0,jetblue,Bad Flight,will exact data download fine upload bandwidth ping issue ping
4,jetblue,,love jetblue speedy twitter customer service
4,jetblue,,
4,jetblue,,effort
4,jetblue,,letting hoping delays
0,jetblue,Late Flight,appreciate response worst losing refundable hotel orlando crew blamed wind hoping delays
0,jetblue,Late Flight,awful flight honeymoon delayed 1225 lost money hotel
0,jetblue,Late Flight,flight freaking nightmare tonight
0,jetblue,Late Flight,appreciate speedy response longer delay inconvenience customers change
4,jetblue,,
0,jetblue,Late Flight,going flight 2034 delayed shouldnt thre flights switch point
4,jetblue,,info figured case hopefully hashtag will change
0,jetblue,Bad Flight,broken seat flight 1818 today planned catch game nooooo
0,jetblue,Customer Service Issue,bein calling jetblue respond leave number call jetblue loosing customer
0,jetblue,Bad Flight,sleeping disturb flight movie
0,jetblue,Late Flight,missing
0,jetblue,Bad Flight,love guys paid prem wifi toplay ping terrible
4,jetblue,,saved lost costumer
0,jetblue,Late Flight,making dinner tonight delay tarmac
4,jetblue,,terra blue chips favorite
4,jetblue,,confirmation code help mommy daddy kids appreciate
0,jetblue,Late Flight,hands count number times delayed flight guys disappointed
0,jetblue,Customer Service Issue,called number left message pass message team
4,jetblue,,cool anticipate completing installation a320 year
4,jetblue,,love guys sooooooo ridiculously appreciated service
0,jetblue,Late Flight,option luggage assistance ground flight 2168 delayed hours will sleeping kids land
0,jetblue,Lost Luggage,checkin drop dark blue blackish flex lost 445pm
4,jetblue,,officially favorite wonderful service
0,jetblue,Late Flight,seriously going
0,jetblue,Late Flight,news flight pbiboston delay wait arrive airport based reported hour delay
4,jetblue,,airways corporation nasdaq jblu reaches high range streetwise report
4,jetblue,,
0,jetblue,longlines,boarding chaos underway query post scrum
0,jetblue,Late Flight,boarding impressed learnt valuable lesson
0,jetblue,Customer Service Issue,filed claim issued credit courtesy thing exceptionally uncourteous
0,jetblue,Late Flight,boarding good luck push wheels reality dare
0,jetblue,Can't Tell,burger good expensive lead food cheap butnot
0,jetblue,Customer Service Issue,tired grumpy
0,jetblue,Late Flight,flight1407 long arrived london morning
0,jetblue,Late Flight,deal plane ground diverting plane adding flight
0,jetblue,Lost Luggage,inflatable seats left plane guess
4,jetblue,,
0,jetblue,Flight Booking Problems,summer
4,jetblue,,forward finally
0,jetblue,Late Flight,flight wasn 51pm delayed
0,jetblue,Late Flight,delay late flight night orlando flights
0,jetblue,Lost Luggage,second incident lost baggage thoughts
0,jetblue,Late Flight,delay plane runway hour
4,jetblue,,indianapolis
0,jetblue,Late Flight,flight tampa takeoff late flight
0,jetblue,Customer Service Issue,grasshopper twitterz kung good hire geeks
0,jetblue,Customer Service Issue,discontinue nonstop service find
0,jetblue,Late Flight,noooo direct flight diverted arriving late flightr
0,jetblue,Can't Tell,well negroni bitcoin
4,jetblue,,hope flying guys
4,jetblue,,loved snacksðÿ
4,jetblue,,reply flight 1572
4,jetblue,,send note good
0,jetblue,Customer Service Issue,guys jdhadp
4,jetblue,,loving capt flight
0,jetblue,Late Flight,delays proactive communication long
0,jetblue,Lost Luggage,worst view athlete watching team front seat chase
4,jetblue,,fabulous pleased
4,jetblue,,real
4,jetblue,,worries time flew terminal
4,jetblue,,messaged
4,jetblue,,will
0,jetblue,Customer Service Issue,poor storm customer service takeoff delay waiting snack cart rude steward names love guys
0,jetblue,Late Flight,departure people delayed compensate time
0,jetblue,Flight Booking Problems,late flight email call pittsburgh international
0,jetblue,Customer Service Issue,worst customer service airline company
0,jetblue,Late Flight,random delay flight 1729 chance false alarm
0,jetblue,Late Flight,lost airport trip compensated inconvenience
4,jetblue,,reminder older flights easy access points account awesome service
4,jetblue,,misread 2014 2015 clarifying
0,jetblue,Late Flight,reason delay
4,jetblue,,board
4,jetblue,,heading buffalo trading cold boston colder buffalo caribbean time
4,jetblue,,course long colored
4,jetblue,,smart angry partnered bring free digital access onboard
4,jetblue,,good speaking loving
4,jetblue,,love song
4,jetblue,,currently dancing terminal love stevie
4,jetblue,,jetblue jetgreen jetred blue favorite color blue better
4,jetblue,,chair crew
4,jetblue,,treated hassle flight
0,jetblue,Can't Tell,battles appease passengers wall street waterbury republican american
4,jetblue,,flight booked heading california team march wait
4,jetblue,,totally view camera ready haha
0,jetblue,Late Flight,dont isnt best firsttimeflyingwa16mo experience likelihood addtl delays
4,jetblue,,curious kind comp
4,jetblue,,wait hear internship opportunity
0,jetblue,Late Flight,jetblue late flight late flight will
0,jetblue,Late Flight,month nephew nights flight mega delayed evening starting delays
4,jetblue,,credit delay customer service
0,jetblue,Late Flight,going flights yesterday today single delayed
0,jetblue,Customer Service Issue,basically stole glasses drive classes answering phone calls
4,jetblue,,amazing customer service bring disney princess half marathon
0,jetblue,Late Flight,delayed jetblue good luck today frustrating
4,jetblue,,definitely will
4,jetblue,,
0,jetblue,Can't Tell,telling
0,jetblue,Bad Flight,runway hour water pressure taxiing maintenance
0,jetblue,Late Flight,heads hour delay
4,jetblue,,wanted routes planned year newark love flying guys hope
0,jetblue,Customer Service Issue,sign trueblue
0,jetblue,Late Flight,mechanical failure boston fault
4,jetblue,,totally admirals club slide couple passes
0,jetblue,Late Flight,boston
0,jetblue,Late Flight,going hugely meeting constant delays
4,jetblue,,crew
4,jetblue,,offering service guys
0,jetblue,Late Flight,flights delayed
4,jetblue,,
4,jetblue,,guys rock
4,jetblue,,great thought sort flying experience bearable
0,jetblue,Late Flight,report stuck tarmac held
4,jetblue,,gent phone fixed bosmco flight waiver a320 forget
0,jetblue,Late Flight,steamed conjunction 7hour wait bought settled
4,jetblue,,hope complainer written good experiences making terminal
4,jetblue,,success good work jetblue team
4,jetblue,,great flight great view
4,jetblue,,beautiful ride
4,jetblue,,perfect coffee stay awake night
0,jetblue,Can't Tell,appreciate unhappy initial incident will calling
0,jetblue,Flight Attendant Complaints,lines extra long security slow employees quick blame customers arrive hours ahead
4,jetblue,,better
0,jetblue,Customer Service Issue,error message paper tickets serviced online jetblue crewmember assistance
0,jetblue,Can't Tell,ccndjp send screen shot systems error email address provided
0,jetblue,Can't Tell,inconvenience understatement torture clearly going wrong path jetblue
0,jetblue,Late Flight,cling safety card safety issue flight landed
0,jetblue,Customer Service Issue,waited time told crewmember update
0,jetblue,Customer Service Issue,phone agents flights online change tickets paying frustrating
0,jetblue,Bad Flight,flight forced return malfunction land countless strips surrounding
4,jetblue,,haha apologize flight booking problems sooner late flightr love jetblue
0,jetblue,Bad Flight,denverboston flight bostondenver flight planes visible snack crumbs seats boarding
0,jetblue,Late Flight,felt adding insult injury terminal hours flight
0,jetblue,Late Flight,knew hours sounded missed flight hour early gate attendant told
0,jetblue,Late Flight,well time going happen safety flight
0,jetblue,Late Flight,15mins told delay cancelled flightlation plan rectify
4,jetblue,,wait
0,jetblue,Late Flight,hope wanted early flight avoid airport chaos late flight
4,jetblue,,ricardo olavarria reagan airport fixed ticket friend wedding
4,jetblue,,good hear update business meeting
0,jetblue,Late Flight,updates issue front wheels locked
0,jetblue,Late Flight,flight delays erring side safety inconvenience people connecting flights
4,jetblue,,suuuuper
0,jetblue,Cancelled Flight,things happen frustrated change schedule tomorrow rescheduled flight
0,jetblue,Late Flight,departing 55pm tonight change schedule sort refund
0,jetblue,Cancelled Flight,airline better system inform clients flights cancelled flightled schedules
0,jetblue,Customer Service Issue,slowest boarding process experienced rude customer service agents
0,jetblue,Can't Tell,
4,jetblue,,love
0,jetblue,Lost Luggage,best case scenario gear late flight friday early saturday camp starts tomorrow flight
0,jetblue,Lost Luggage,weekend attend training camp sending gear trip waste
0,jetblue,Flight Booking Problems,making stay late flightr rebook making
4,jetblue,,definitely will
0,jetblue,Cancelled Flight,stranded passengers helped flight
4,jetblue,,remember monday night
4,jetblue,,heart
0,jetblue,Cancelled Flight,cancelled flight flight minute
0,jetblue,Bad Flight,sitting plane predictable mechanical problems onboard
0,jetblue,Bad Flight,1503 flight doors open frigid temperature
0,jetblue,Lost Luggage,bags flight
0,jetblue,Cancelled Flight,bags posted board flight424 carsl switched carsl comedic watching passengers othr
0,jetblue,Lost Luggage,baggage office dunno help
0,jetblue,Lost Luggage,luggage flight waiting hour bags
0,jetblue,Lost Luggage,going arrived 51pm unloaded flight
0,jetblue,Lost Luggage,service baggage incomprehensible employee luggage flight wait
4,jetblue,,guys brilliant customer service
0,jetblue,Lost Luggage,course left airport claim open
0,jetblue,Bad Flight,stewardesses work galley light change light
4,jetblue,,great hope notify flight 2302 leaves
4,jetblue,,great buffalo will leave issues buffalo airport
0,jetblue,Bad Flight,channel supposed watch scandal free flyfi sweet
0,jetblue,Late Flight,left 10hrs boston bring nonstop flight
0,jetblue,Late Flight,going flight buffalo figured temperature tower
0,jetblue,Customer Service Issue,received credit inoperable flight weeks email
4,jetblue,,painful coming avis
4,jetblue,,flight attendant angel awesome
4,jetblue,,
0,jetblue,Can't Tell,pilot stated years flying experienced
0,jetblue,Late Flight,plane wait hours read temp
4,jetblue,,
4,jetblue,,awww glad hear question idea tail operating 2maro
0,jetblue,Bad Flight,appreciate quick response check temp leave
0,jetblue,Late Flight,mins check temperature hours gate wait
4,jetblue,,flight awesome crew helene rocks
0,jetblue,Can't Tell,time reevaluate carrier
0,jetblue,Cancelled Flight,going flight free trips will epic inconvenience
0,jetblue,Late Flight,departure time late flightr lucky
4,jetblue,,love blue
0,jetblue,Customer Service Issue,responding
4,,,treat onboard enjoy flight
4,jetblue,,ƒcool
4,jetblue,,treat guys šâœˆï
4,jetblue,,preferred blue guys best seats business
0,jetblue,Customer Service Issue,patronizing response legitimate issue
0,jetblue,Late Flight,hour logan gangway broke cabin crew stuck plane arrived passengers request butt massages
0,jetblue,Late Flight,love flights delay
4,jetblue,,thankfully catering loading frustrated supposed 1010
0,jetblue,Can't Tell,butt hurts
0,jetblue,Late Flight,told half hour
0,jetblue,Customer Service Issue,hanging hour
0,jetblue,Late Flight,forever catering flight delayed ticked
0,jetblue,Flight Attendant Complaints,absurd waited 45mins flight attendant assigned flight late flight dont
4,jetblue,,safety
0,jetblue,Late Flight,delayed flight bummer
4,jetblue,,austin water bottles snacks desk waiting passengers flight booking problems flight
4,jetblue,,busy awesome asap deal
0,jetblue,Bad Flight,well half channels static
4,jetblue,,relaxing flight
0,jetblue,Late Flight,happening flight delay reroute
0,jetblue,Can't Tell,shut turn music
4,jetblue,,excellent guys best
4,jetblue,,wasn totally answer appreciate prompt response
0,jetblue,Customer Service Issue,confirming rate jetblue time afford price
0,jetblue,Bad Flight,stuff seat front bugging flight didn feel safe
4,jetblue,,hope expand airports family year
0,jetblue,Can't Tell,member 2007 travel week couldn book snow
4,jetblue,,
4,jetblue,,love anxious flyer
4,jetblue,,exact flight love jetblue pricey basic mint
0,jetblue,Can't Tell,crazy asked
0,jetblue,Customer Service Issue,email hours questions response answers hopefully flight booking problems flight
0,jetblue,Late Flight,delayed mechanical issues specific
0,jetblue,Late Flight,plane deserve mechanical issues flight delayed
0,jetblue,Late Flight,update flight 1684 mechanical issues will disclose
0,jetblue,Flight Attendant Complaints,walked gate desk gate
0,jetblue,Late Flight,flight 2416 orlando ridiculous wait high school band board
4,jetblue,,offers coffee gate guys wonder flown airlines âœˆðÿ
4,jetblue,,awesome
0,jetblue,Customer Service Issue,service agents great working
4,jetblue,,going board great agents savannah
0,jetblue,Can't Tell,semantics extent period technically
0,jetblue,Late Flight,false hope
4,jetblue,,nice hoping rack miles trip seattle enjoy perfect latte city coffee
4,jetblue,,vegas francisco baltimore diego philadelphia frequent business traveler
4,jetblue,,reimbursed flight portion ticket love jetblue best american airline
4,jetblue,,jetblue disappoints
0,jetblue,Late Flight,cool flight delay checking hour delay bdldca staff offering help
0,jetblue,Late Flight,hold flight 1553 boarding place minutes
0,jetblue,Lost Luggage,waiting half packages wrong guys
4,jetblue,,help
0,jetblue,Can't Tell,trueblue work chrome safari blank lick trueblue site
4,jetblue,,ahoy loyal holder anticipate direct flights
0,jetblue,Cancelled Flight,point offering flight expect hotel cancelled flightled
0,jetblue,Customer Service Issue,find ticket
0,jetblue,Cancelled Flight,offered flight paid changed time ruins cruise plans
4,jetblue,,okie doke knowing will
0,jetblue,Cancelled Flight,flight late flightr change flight guys changed time
4,jetblue,,austin missing œonlyâ airline travel moved
4,jetblue,,crisis averted flight boarding hope pilots clarence oveur roger murdock
0,jetblue,Lost Luggage,missing 1099 landed hours help
4,jetblue,,julian login earlier flight
0,jetblue,Customer Service Issue,substitute pilots flight info avail counter
0,jetblue,Lost Luggage,landed supposed disney magical express livid
4,jetblue,,fault social media awesome people working hard
0,jetblue,Flight Attendant Complaints,flight employee reassigned left warm weather
4,jetblue,,friends speak highly well find decent priced overnight
0,jetblue,Can't Tell,flight mexico canada exact situation problems blue
0,jetblue,Customer Service Issue,time write physical letter fraud department doesn email telephones
0,jetblue,Customer Service Issue,capital explained false fraud alert blue representative issue wasn resolved
4,jetblue,,
4,jetblue,,route airport rebooked ticket refunded
0,jetblue,Can't Tell,didn work called blue mexico address fraud alert capital rebooked
0,jetblue,Customer Service Issue,fraud issue resolved issue ticket phone
0,jetblue,Customer Service Issue,called blue explanation happen future told write fraud dept
4,jetblue,,safe sound safe travels
0,jetblue,Flight Booking Problems,arrived airport told ticket refunded fraud alert
0,jetblue,Cancelled Flight,blue cancelled flighted ticket reissued
0,southwest,Customer Service Issue,screwed time glad business
0,jetblue,Customer Service Issue,alternatives absolutely respect loyal customers years
0,jetblue,Can't Tell,pooling gifting completely shouldn charged send points disgusting
0,jetblue,Flight Booking Problems,charge money transfer points
4,jetblue,,flight attendant wendi newark orlando
0,jetblue,Flight Booking Problems,doesn help specific days
0,jetblue,Flight Attendant Complaints,noting perfectly fine attitude dealings flyers stubborn demanding unwilling accommodate
4,jetblue,,choices south border airline equal lowest price best
0,jetblue,Flight Attendant Complaints,sharing public times year sitting tarmac staff worst
4,jetblue,,love
0,jetblue,Late Flight,brothers fiancã sitting board 30mins tech issues
4,jetblue,,flying airline airlines flown šâœˆï âœˆï âœˆï
0,jetblue,Customer Service Issue,free movies dunkin donuts coffee safety hazard
0,jetblue,Bad Flight,long remembers plane lame excuse geez better
0,jetblue,Bad Flight,place coffee hour hope pilot wasn relying aircraft caffeine
0,jetblue,Can't Tell,lack coffee 30am flight told forgot load coffee plane
4,jetblue,,utah
4,jetblue,,
4,jetblue,,delayed better safe
0,jetblue,Late Flight,dont wrong love flying free bags descent fares plane problems annoying
4,jetblue,,great flight crew flight
0,jetblue,Late Flight,appreciate flew january check engine light computer
4,jetblue,,love jetblue
4,jetblue,,awesome call late flightr today appreciate help
4,jetblue,,80th bday saturday aviation themed surprise party
0,jetblue,Flight Booking Problems,guys flight booking problems system middle names time flight booking problems going
0,jetblue,Cancelled Flight,cancelled flightled flight weeks apply travel bank credit flight credit transferable
0,jetblue,Can't Tell,travel bank credit issued company fraud acquired credit family friend charles kravitz account
0,jetblue,Flight Booking Problems,talked manager offered cash originally paid
0,jetblue,Flight Booking Problems,bored read convo jetblue point
0,jetblue,Cancelled Flight,cancelled flightling tickets best friends going vacation told
0,jetblue,Bad Flight,pilot announcement engine trouble losing fuel
0,jetblue,Customer Service Issue,charge dollars cash tickets paid months advance
0,jetblue,Flight Booking Problems,service started offer good routes lile florida upstate vegas
0,jetblue,Cancelled Flight,cancelled flightling flights sending tickets telling buyer allowed
0,jetblue,Can't Tell,resolution
4,jetblue,,best airline plane blue skies deliver promise
4,jetblue,,gettin fancy nice work menu
0,jetblue,Flight Attendant Complaints,making great impression flight minutes boarding gate agent assign seat
0,jetblue,Late Flight,flight 1318 delayed connecting boston switch flight connection
0,jetblue,Cancelled Flight,loves cancelled flightling tickets telling customers
0,jetblue,Cancelled Flight,tickets confirmed find today cancelled flightled tickets months email
0,jetblue,Cancelled Flight,good months cancelled flightled flights leaving tomorrow
0,jetblue,Customer Service Issue,resolve customer issues options offered paying cash airport write letter
0,jetblue,Flight Attendant Complaints,flight booze served
0,jetblue,Can't Tell,guys years experience will
0,jetblue,Cancelled Flight,managers telling write letter upset tickets leave tomorrow cancelled flightled notice
4,jetblue,,guys lucky love
0,jetblue,Customer Service Issue,telling people wrong info customer service calls
0,jetblue,Customer Service Issue,customer service updating points points flying point system sham
0,jetblue,Customer Service Issue,ruining vacations left thought airline cancelled flight tickets telling buyer
0,jetblue,Cancelled Flight,better find puerto rico tomorrow morning charging three times cash originally paid
0,jetblue,Customer Service Issue,spent hour morning hold customer support confirmed flight care
0,jetblue,Customer Service Issue,talked customer service
0,jetblue,Late Flight,claims customer protection will notify customers delays cancelled flightlations diversions
0,jetblue,Flight Booking Problems,processing error send full flight tickets confirmations
4,jetblue,,will awesome
4,jetblue,,flight leaving boston seattle flight
4,jetblue,,definitely
0,jetblue,Customer Service Issue,tells paid confirmed flight will cost cash airport hours flight
4,jetblue,,awesome
0,jetblue,Cancelled Flight,worst booked email confirm informed cancelled flightlation instructed mail written letter
0,jetblue,Flight Attendant Complaints,didn info infuriated previous treated work jetblue
4,jetblue,,excited
4,jetblue,,site
4,jetblue,,mine sadly awesome
0,jetblue,Customer Service Issue,hung accountability keeping hold 20min track
4,jetblue,,
0,jetblue,Can't Tell,free wifi television working staticy
0,jetblue,Customer Service Issue,phone transferred worse
4,jetblue,,ready disneyworld
0,jetblue,Customer Service Issue,contact fraud department mailing physical letter telephone email
0,jetblue,Late Flight,flight moved booked arrive
4,jetblue,,jetblue credit nice save
4,jetblue,,loves great time flying
0,jetblue,Can't Tell,case making jackass allowed favor care vacation true peter scott
0,jetblue,Customer Service Issue,false agent extra room upgrade upgrade mint poor business practices
0,jetblue,Customer Service Issue,helpful dissatisfied flight booking problems trip blue time flights
4,jetblue,,minutes spare employees amazing good work
0,jetblue,Flight Booking Problems,rqstd upgrade mint told points turn 1600 points
4,jetblue,,yeah great flight mexico wonderful crew
0,jetblue,Can't Tell,trading customer experience short term previous loyal customer
0,jetblue,Bad Flight,flight speed paid coffee flight unscheduled
4,jetblue,,
0,jetblue,Customer Service Issue,wasn service credit voucher received working accepted flight pillow
4,jetblue,,good morning sunshine
4,jetblue,,selfie
0,jetblue,Can't Tell,battles appease passengers wall street
4,jetblue,,airways reveals bluemanity livery travelpulse
4,jetblue,,haha jetblueðÿ
4,jetblue,,baggage enjoyed inside
0,jetblue,Flight Attendant Complaints,crew member dealt orlando incredibly rude pretty disgusted jetblue
4,jetblue,,wasn limit excited jetblue
0,jetblue,Bad Flight,standard protocol call security plane crying baby
0,jetblue,Customer Service Issue,finally starting minutes communication acceptable letting today
0,jetblue,Customer Service Issue,answers landed minutes
4,jetblue,,sexy tattoo left engine
0,jetblue,Lost Luggage,flight 1951 bags haven landed minutes
4,jetblue,,stbernard time read find info supervisor felt insist previous comm
0,jetblue,Flight Attendant Complaints,gnight checked supervisor unaware policy sucked guide internet unfriendly
4,jetblue,,desk incredibly helpful
0,jetblue,Late Flight,hour delay sitting plane wanna charge beer good
0,jetblue,Customer Service Issue,customer services agent jorge orlando international rude disrespectful deal bullshit
4,jetblue,,tweet thisðÿ jetblue time btwðÿ
0,jetblue,Late Flight,simply minor mechanical
0,jetblue,Can't Tell,tweet word
0,jetblue,Flight Attendant Complaints,mother overheard personnel attendant passengers knew going attendant
4,jetblue,,samantha flight
0,jetblue,Bad Flight,happened bossan mother onboard crew evasive return time
4,jetblue,,will
0,jetblue,Late Flight,
0,jetblue,Late Flight,parking orlando airport told moms flight landed lied
4,jetblue,,cool
4,jetblue,,amazingly awesome customer service reservation agents tonight helping correct mistake love airline
4,jetblue,,13th annual martha vineyard african american film festival august 1015 2015 attendees deserve great flight
0,jetblue,Late Flight,told minutes minutes
0,jetblue,Late Flight,1472 flight weeks delay
0,jetblue,Damaged Luggage,submitted feedback good handle baggage customers
4,jetblue,,love cute
0,jetblue,Late Flight,believing minute delayed time
0,jetblue,Late Flight,delay perfect time learn swift programming
4,jetblue,,best airline
4,jetblue,,jetblue
4,jetblue,,guys answer people care love blue
4,jetblue,,appreciate prompt response
0,jetblue,Customer Service Issue,airports click update tells airports
0,jetblue,Flight Booking Problems,doesn best fare finder work
4,jetblue,,good luck
4,jetblue,,nice snack fridgeâ stuff dorm common room genius
0,jetblue,Late Flight,third jetblue flight week late flight weather reliability going downhill
0,jetblue,Can't Tell,feeling
0,jetblue,Late Flight,buffalo flight late flight
0,jetblue,Can't Tell,suck donkey balls
4,jetblue,,pick will bump class
0,jetblue,Late Flight,waiting chicago hasn aircraft left buffalo
0,jetblue,Can't Tell,testing waters dime
0,united,Late Flight,flight delayed annnnnd pick tweet
0,jetblue,Can't Tell,flight full
0,jetblue,Lost Luggage,walked hall carousel bags sitting crew signage updated
0,jetblue,Bad Flight,headphone jack working flight
0,jetblue,Customer Service Issue,considerable confusion announcement sign updates
0,jetblue,Lost Luggage,luggage dcabos waiting bags carousel signs updating
0,jetblue,Damaged Luggage,fight credit
0,jetblue,Flight Attendant Complaints,asked wanted coffee gold united coffee
0,jetblue,Late Flight,bwiboston flights better scheduled delayed
4,jetblue,,pass advice guys rock
0,jetblue,Flight Booking Problems,airline crap fliers generic apologies blue terrible
0,jetblue,Late Flight,board leaving
0,jetblue,Can't Tell,appreciate responded travel coffee basic option
0,jetblue,Customer Service Issue,dads vacation delayed shoddy service earliest flight
0,jetblue,Customer Service Issue,report updated info reach super long wait hold main number
4,jetblue,,airline sincerely
0,jetblue,Late Flight,whoa tweet flight chicago brother wrestle
4,jetblue,,book book
0,jetblue,Damaged Luggage,bottom baggage report
0,jetblue,Can't Tell,helpful save trip westchester parking info photo
4,jetblue,,true pricey will love guys
0,jetblue,Lost Luggage,heading principle deal lost damaged
0,jetblue,Damaged Luggage,gears grinding baggage office told bring will close claim
4,jetblue,,flew francisco fort lauderdale year fantastic time
0,jetblue,Damaged Luggage,safety highest priority doesn extend property totally nuts
4,jetblue,,small family huge difference life
0,jetblue,Damaged Luggage,glad happy traveler entrusted property return damaged best answer
0,southwest,Can't Tell,worst postpone trip accommodate guests
4,jetblue,,hawaii warm find good
4,jetblue,,confirming team awesome prompt helpful response cheers snow future
0,jetblue,Can't Tell,prfriendly tweets help drive accountability hope hayes takes note
4,jetblue,,great idea
4,jetblue,,vegas gorgeous year guys vegas gorgeous
4,jetblue,,dmed addressing
4,jetblue,,opened flight vegas sunday
0,jetblue,Late Flight,ground operation expedient twitter response team delay extended
0,jetblue,Customer Service Issue,upgrade unsure switch called advance reason
0,jetblue,Customer Service Issue,enter valid email address info saved worked hundreds times
0,jetblue,Flight Booking Problems,change true blue points phone
4,jetblue,,
4,jetblue,,best seat e190 board early ready
0,southwest,Lost Luggage,flights lost bags insult injury
4,jetblue,,giant metal bird machine brought snacks
0,jetblue,Flight Booking Problems,2012 flights badges account option help
4,jetblue,,screens laptoplarge real nice wifi appreciated tiny middle seat
0,southwest,Can't Tell,cheated wife worst start honeymoon
4,jetblue,,incidentally sheila deserves raise awesome
4,jetblue,,deleted tweet wonderful employees swooped helpfaith restored good
0,jetblue,Customer Service Issue,lots people scratching heads screens ignoring passengers
0,jetblue,Flight Attendant Complaints,going 1171 lgafll poor communication gate agents
0,jetblue,Customer Service Issue,android applicable nexus phone tablet cheers
0,jetblue,Flight Attendant Complaints,community continued loyalty better training
0,jetblue,Customer Service Issue,insensitive lifethreatening unsolicited uneducated opinions inappropriate reckless dangerous
0,jetblue,Bad Flight,thought
4,jetblue,,moved quick
0,jetblue,Customer Service Issue,nope
0,jetblue,Late Flight,minute layover delay flight
0,jetblue,Customer Service Issue,connection find options
4,jetblue,,names angel seriously cool fantastic service
0,jetblue,Can't Tell,extraspeed closed tampa
4,jetblue,,
4,jetblue,,
4,jetblue,,emergency exit seats huge
4,jetblue,,friendly engaging personable handled clarifying questions baggage fees well interest
0,jetblue,Flight Attendant Complaints,love respond link supervisor tore ticket refused names badge
4,jetblue,,seatac check raise stat dude amazing customer service feel valued
0,jetblue,Customer Service Issue,respond friend respond directly
4,jetblue,,magic ball steered wrong
0,jetblue,Can't Tell,wanna help reimburse money band lose
0,jetblue,Damaged Luggage,guys musicians sensitive safety instruments flying good reason
0,jetblue,Customer Service Issue,teach marketing university will gladly consult customer service treat passengers
0,jetblue,Customer Service Issue,loves respond positive tweets ignore problems customers nola musician
4,jetblue,,will
